,iteration,mean,ci_lb,ci_ub
0,1,0.96,0.9213992177403473,0.9986007822596527
1,2,0.92,0.8665596368257775,0.9734403631742226
2,3,0.91,0.8536268316013593,0.9663731683986407
3,4,0.88,0.8159878443152625,0.9440121556847375
4,5,0.84,0.767784548961459,0.912215451038541
5,6,0.84,0.767784548961459,0.912215451038541
6,7,0.84,0.767784548961459,0.912215451038541
7,8,0.81,0.7327230801045126,0.8872769198954875
8,9,0.8,0.721206483159645,0.8787935168403551
9,10,0.75,0.6647035159534195,0.8352964840465805
10,11,0.74,0.6535961632736963,0.8264038367263037
11,12,0.73,0.6425471825012319,0.8174528174987681
12,13,0.71,0.6206162302498,0.7993837697502
13,14,0.7,0.6097306862018238,0.7902693137981761
14,15,0.73,0.6425471825012319,0.8174528174987681
15,16,0.67,0.5773757157496829,0.7626242842503171
16,17,0.67,0.5773757157496829,0.7626242842503171
17,18,0.59,0.4931168104810085,0.6868831895189914
18,19,0.68,0.5881117587356414,0.7718882412643587
19,20,0.69,0.59889632713463,0.7811036728653699
20,21,0.59,0.4931168104810085,0.6868831895189914
21,22,0.57,0.47247810103728366,0.6675218989627162
22,23,0.63,0.5348953765314803,0.7251046234685197
23,24,0.57,0.47247810103728366,0.6675218989627162
24,25,0.59,0.4931168104810085,0.6868831895189914
25,26,0.59,0.4931168104810085,0.6868831895189914
26,27,0.52,0.4215869290090425,0.6184130709909575
27,28,0.64,0.545447779791574,0.734552220208426
28,29,0.58,0.4827769736339761,0.6772230263660238
29,30,0.57,0.47247810103728366,0.6675218989627162
30,31,0.55,0.45200180077299734,0.6479981992270027
31,32,0.52,0.4215869290090425,0.6184130709909575
32,33,0.56,0.46221981705913096,0.6577801829408692
33,34,0.54,0.4418237839156005,0.6381762160843996
34,35,0.58,0.4827769736339761,0.6772230263660238
35,36,0.52,0.4215869290090425,0.6184130709909575
36,37,0.51,0.41152780429899827,0.6084721957010018
37,38,0.5,0.4015081039495562,0.5984918960504438
38,39,0.58,0.4827769736339761,0.6772230263660238
39,40,0.54,0.4418237839156005,0.6381762160843996
40,41,0.52,0.4215869290090425,0.6184130709909575
41,42,0.51,0.41152780429899827,0.6084721957010018
42,43,0.52,0.4215869290090425,0.6184130709909575
43,44,0.54,0.4418237839156005,0.6381762160843996
44,45,0.48,0.38158692900904245,0.5784130709909575
45,46,0.52,0.4215869290090425,0.6184130709909575
46,47,0.48,0.38158692900904245,0.5784130709909575
47,48,0.5,0.4015081039495562,0.5984918960504438
48,49,0.47,0.3716855492071688,0.5683144507928312
49,50,0.47,0.3716855492071688,0.5683144507928312
50,51,0.47,0.3716855492071688,0.5683144507928312
51,52,0.51,0.41152780429899827,0.6084721957010018
52,53,0.47,0.3716855492071688,0.5683144507928312
53,54,0.55,0.45200180077299734,0.6479981992270027
54,55,0.47,0.3716855492071688,0.5683144507928312
55,56,0.47,0.3716855492071688,0.5683144507928312
56,57,0.47,0.3716855492071688,0.5683144507928312
57,58,0.48,0.38158692900904245,0.5784130709909575
58,59,0.38,0.28438673763036315,0.47561326236963686
59,60,0.46,0.3618237839156005,0.5581762160843996
60,61,0.45,0.3520018007729973,0.5479981992270027
61,62,0.43,0.3324781010372837,0.5275218989627163
62,63,0.44,0.3422198170591309,0.537780182940869
63,64,0.44,0.3422198170591309,0.537780182940869
64,65,0.4,0.30349804435086836,0.4965019556491317
65,66,0.4,0.30349804435086836,0.4965019556491317
66,67,0.42,0.32277697363397606,0.5172230263660239
67,68,0.44,0.3422198170591309,0.537780182940869
68,69,0.42,0.32277697363397606,0.5172230263660239
69,70,0.47,0.3716855492071688,0.5683144507928312
70,71,0.4,0.30349804435086836,0.4965019556491317
71,72,0.44,0.3422198170591309,0.537780182940869
72,73,0.34,0.24668704987923695,0.4333129501207631
73,74,0.41,0.31311681048100853,0.5068831895189915
74,75,0.43,0.3324781010372837,0.5275218989627163
75,76,0.34,0.24668704987923695,0.4333129501207631
76,77,0.37,0.2748953765314804,0.4651046234685196
77,78,0.38,0.28438673763036315,0.47561326236963686
78,79,0.38,0.28438673763036315,0.47561326236963686
79,80,0.43,0.3324781010372837,0.5275218989627163
80,81,0.43,0.3324781010372837,0.5275218989627163
81,82,0.49,0.39152780429899825,0.5884721957010017
82,83,0.47,0.3716855492071688,0.5683144507928312
83,84,0.49,0.39152780429899825,0.5884721957010017
84,85,0.49,0.39152780429899825,0.5884721957010017
85,86,0.45,0.3520018007729973,0.5479981992270027
86,87,0.48,0.38158692900904245,0.5784130709909575
87,88,0.44,0.3422198170591309,0.537780182940869
88,89,0.48,0.38158692900904245,0.5784130709909575
89,90,0.44,0.3422198170591309,0.537780182940869
90,91,0.43,0.3324781010372837,0.5275218989627163
91,92,0.46,0.3618237839156005,0.5581762160843996
92,93,0.41,0.31311681048100853,0.5068831895189915
93,94,0.38,0.28438673763036315,0.47561326236963686
94,95,0.43,0.3324781010372837,0.5275218989627163
95,96,0.44,0.3422198170591309,0.537780182940869
96,97,0.46,0.3618237839156005,0.5581762160843996
97,98,0.45,0.3520018007729973,0.5479981992270027
98,99,0.48,0.38158692900904245,0.5784130709909575
99,100,0.4,0.30349804435086836,0.4965019556491317
