,type,full_question,label,accuracy,ci_lb,ci_ub
0,time,Which is the current round of the game?,round,1.0,1.0,1.0
1,time,Which action did player X play in round i?,action_i,0.8752941176470588,0.8624683417294997,0.8881198935646178
2,time,How many points did player X collect in round i?,points_i,0.8298039215686275,0.8152149160258265,0.8443929271114284
3,rules,What is the lowest/highest payoff player A can get in a single round?,min_max,1.0,1.0,1.0
4,rules,Which actions is player A allowed to play?,actions,0.96,0.9051324379845107,1.0148675620154892
5,rules,Which is player X's payoff in a single round if X plays p and Y plays q?,payoff,0.9375,0.9137487052047949,0.9612512947952051
6,state,How many times did player X choose p?,#actions,0.95,0.9197191293793826,0.9802808706206173
7,state,What is player X's current total payoff?,#points,1.0,1.0,1.0
