,URND_alpha,nice_mean,nice_ci_lb,nice_ci_ub,forgiving_mean,forgiving_ci_lb,forgiving_ci_ub,retaliatory_mean,retaliatory_ci_lb,retaliatory_ci_ub,troublemaking_mean,troublemaking_ci_lb,troublemaking_ci_ub,emulative_mean,emulative_ci_lb,emulative_ci_ub
0,0.0,1.0,1.0,1.0,0.43827011000695193,0.3609387219570432,0.5156014980568606,0.9025432067932069,0.8755478251436144,0.9295385884427994,0.0,0.0,0.0,0.9683838383838379,0.9602397422865313,0.9765279344811445
1,0.1,0.98,0.9524222691058757,1.0075777308941243,0.32882804365970003,0.2814395263856937,0.37621656093370637,0.8205060203814075,0.7851558638347106,0.8558561769281045,0.7882657416113292,0.7613041348727113,0.8152273483499471,0.8610101010100999,0.8521871562008511,0.8698330458193487
2,0.2,0.99,0.9704003601545994,1.0095996398454006,0.2181990985984144,0.1870577835164426,0.24934041368038623,0.8353695658916246,0.8018873959711619,0.8688517358120873,0.8588547924673948,0.8407167028754646,0.876992882059325,0.7782828282828282,0.7682810681168524,0.7882845884488041
3,0.3,0.99,0.9704003601545994,1.0095996398454006,0.17055387976599984,0.14567037956830003,0.19543737996369964,0.7461143790849671,0.7031330735642067,0.7890956846057275,0.8804987549050475,0.8646599652963539,0.896337544513741,0.68020202020202,0.6707839492477722,0.6896200911562679
4,0.4,0.96,0.9213992177403473,0.9986007822596527,0.10970131960216292,0.08956609955067565,0.1298365396536502,0.7687550091284104,0.727860950032622,0.8096490682241989,0.9045289910844714,0.8907135418046507,0.9183444403642921,0.5937373737373738,0.5830312666260341,0.6044434808487135
5,0.5,0.96,0.9213992177403473,0.9986007822596527,0.10871118790818558,0.08765747880189943,0.12976489701447172,0.7637784601019894,0.7117001709464494,0.8158567492575293,0.88811005946902,0.8691788844093866,0.9070412345286534,0.5100000000000001,0.4994094669494143,0.5205905330505859
6,0.6,0.98,0.9524222691058757,1.0075777308941243,0.08132657496800406,0.06640335871403572,0.09624979122197241,0.7785945720945722,0.7338096082804417,0.8233795359087026,0.8880933723964454,0.8706613590512104,0.9055253857416803,0.4313131313131312,0.420677814799247,0.4419484478270154
7,0.7,0.99,0.9704003601545994,1.0095996398454006,0.10462588520928719,0.0869908967398148,0.12226087367875957,0.6704161255411253,0.614825497209418,0.7260067538728325,0.8394845717446167,0.8175472635718264,0.8614218799174069,0.374848484848485,0.36191705768612065,0.3877799120108493
8,0.8,0.98,0.9524222691058757,1.0075777308941243,0.10288377497387124,0.08996917716078597,0.11579837278695652,0.6054047619047619,0.5505855466644898,0.660223977145034,0.8045474055189407,0.7832147731214371,0.8258800379164443,0.32343434343434346,0.30845180858071497,0.33841687828797196
9,0.9,0.97,0.9363970823052823,1.0036029176947177,0.1329498917236353,0.11074901943561195,0.15515076401165867,0.6192380952380953,0.5590170554105696,0.679459135065621,0.7342755637658384,0.7010539360483752,0.7674971914833015,0.3179797979797981,0.29063055550414924,0.34532904045544693
10,1.0,0.61,0.5139211680234869,0.7060788319765131,0.0,0.0,0.0,0.0,0.0,0.0,0.042599999999999964,0.007776051072258816,0.07742394892774111,0.9571717171717171,0.9221850413352266,0.9921583930082076
