temperature,mean_0.0,ci_lb_0.0,ci_ub_0.0,mean_0.1,ci_lb_0.1,ci_ub_0.1,mean_0.2,ci_lb_0.2,ci_ub_0.2,mean_0.3,ci_lb_0.3,ci_ub_0.3,mean_0.4,ci_lb_0.4,ci_ub_0.4,mean_0.5,ci_lb_0.5,ci_ub_0.5,mean_0.6,ci_lb_0.6,ci_ub_0.6,mean_0.7,ci_lb_0.7,ci_ub_0.7,mean_0.8,ci_lb_0.8,ci_ub_0.8,mean_0.9,ci_lb_0.9,ci_ub_0.9,mean_1.0,ci_lb_1.0,ci_ub_1.0
0.1,0.043,0.0271786326389049,0.0588213673610951,0.073,0.05293954353888046,0.09306045646111953,0.08099999999999997,0.060970515988441956,0.101029484011558,0.095,0.07335417896494495,0.11664582103505505,0.10499999999999998,0.08426985398191351,0.12573014601808646,0.10599999999999998,0.085186725711499,0.12681327428850098,0.11899999999999998,0.09460341619157535,0.1433965838084246,0.16100000000000006,0.1351815935440178,0.18681840645598233,0.17200000000000004,0.15058758091282387,0.1934124190871762,0.19800000000000004,0.17293115196065412,0.22306884803934596,0.040999999999999995,0.029481921233809258,0.05251807876619073
1.0,0.18400000000000002,0.15835879297782668,0.20964120702217337,0.20400000000000001,0.18021140341073272,0.2277885965892673,0.213,0.18767321540686188,0.2383267845931381,0.23,0.20006105560485982,0.2599389443951402,0.22300000000000003,0.1926293407097501,0.25337065929025,0.22,0.19256333259306724,0.24743666740693276,0.228,0.20069375460891475,0.25530624539108526,0.24700000000000003,0.21992565443645462,0.27407434556354543,0.272,0.24615380475471735,0.2978461952452827,0.287,0.25863775400115335,0.3153622459988466,0.077,0.06152579781841401,0.09247420218158599
