,iteration,mean,ci_lb,ci_ub
0,1,0.95,0.9070683778358402,0.9929316221641598
1,2,0.02,-0.007577730894124262,0.04757773089412426
2,3,0.08,0.02655963682577743,0.1334403631742226
3,4,0.03,-0.0036029176947176764,0.06360291769471768
4,5,0.05,0.007068377835840266,0.09293162216415973
5,6,0.03,-0.0036029176947176764,0.06360291769471768
6,7,0.08,0.026559636825777423,0.1334403631742226
7,8,0.01,-0.009599639845400536,0.02959963984540054
8,9,0.02,-0.007577730894124262,0.04757773089412426
9,10,0.06,0.013218941339842062,0.10678105866015794
10,11,0.01,-0.00959963984540054,0.02959963984540054
11,12,0.02,-0.007577730894124262,0.04757773089412426
12,13,0.07,0.01974017315773944,0.12025982684226058
13,14,0.03,-0.0036029176947176764,0.06360291769471768
14,15,0.03,-0.0036029176947176764,0.06360291769471768
15,16,0.03,-0.0036029176947176764,0.06360291769471768
16,17,0.02,-0.007577730894124262,0.04757773089412426
17,18,0.01,-0.009599639845400536,0.02959963984540054
18,19,0.03,-0.0036029176947176764,0.06360291769471768
19,20,0.01,-0.009599639845400536,0.02959963984540054
20,21,0.03,-0.0036029176947176764,0.06360291769471768
21,22,0.03,-0.0036029176947176764,0.06360291769471768
22,23,0.02,-0.007577730894124262,0.04757773089412426
23,24,0.0,0.0,0.0
24,25,0.02,-0.0075777308941242585,0.04757773089412426
25,26,0.01,-0.009599639845400536,0.02959963984540054
26,27,0.02,-0.0075777308941242585,0.04757773089412426
27,28,0.05,0.007068377835840266,0.09293162216415973
28,29,0.06,0.013218941339842062,0.10678105866015794
29,30,0.03,-0.0036029176947176764,0.06360291769471768
30,31,0.06,0.013218941339842062,0.10678105866015794
31,32,0.04,0.0013992177403473471,0.07860078225965265
32,33,0.02,-0.007577730894124262,0.04757773089412426
33,34,0.01,-0.009599639845400536,0.02959963984540054
34,35,0.02,-0.007577730894124262,0.04757773089412426
35,36,0.03,-0.0036029176947176764,0.06360291769471768
36,37,0.02,-0.007577730894124262,0.04757773089412426
37,38,0.04,0.0013992177403473471,0.07860078225965265
38,39,0.04,0.0013992177403473471,0.07860078225965265
39,40,0.04,0.0013992177403473471,0.07860078225965265
40,41,0.03,-0.0036029176947176764,0.06360291769471768
41,42,0.06,0.013218941339842055,0.10678105866015794
42,43,0.07,0.01974017315773944,0.12025982684226058
43,44,0.01,-0.009599639845400536,0.02959963984540054
44,45,0.05,0.007068377835840266,0.09293162216415973
45,46,0.06,0.013218941339842062,0.10678105866015794
46,47,0.01,-0.009599639845400536,0.02959963984540054
47,48,0.03,-0.0036029176947176764,0.06360291769471768
48,49,0.06,0.013218941339842062,0.10678105866015794
49,50,0.04,0.0013992177403473471,0.07860078225965265
50,51,0.05,0.007068377835840266,0.09293162216415973
51,52,0.04,0.0013992177403473471,0.07860078225965265
52,53,0.02,-0.007577730894124262,0.04757773089412426
53,54,0.06,0.013218941339842062,0.10678105866015794
54,55,0.08,0.02655963682577743,0.1334403631742226
55,56,0.06,0.013218941339842055,0.10678105866015794
56,57,0.01,-0.009599639845400536,0.02959963984540054
57,58,0.07,0.01974017315773944,0.12025982684226058
58,59,0.05,0.007068377835840273,0.09293162216415973
59,60,0.04,0.0013992177403473471,0.07860078225965265
60,61,0.04,0.0013992177403473471,0.07860078225965265
61,62,0.05,0.007068377835840266,0.09293162216415973
62,63,0.01,-0.009599639845400536,0.02959963984540054
63,64,0.01,-0.009599639845400536,0.02959963984540054
64,65,0.07,0.01974017315773944,0.12025982684226058
65,66,0.03,-0.0036029176947176764,0.06360291769471768
66,67,0.01,-0.009599639845400536,0.02959963984540054
67,68,0.01,-0.009599639845400536,0.02959963984540054
68,69,0.03,-0.0036029176947176764,0.06360291769471768
69,70,0.01,-0.009599639845400536,0.02959963984540054
70,71,0.06,0.013218941339842055,0.10678105866015794
71,72,0.03,-0.0036029176947176764,0.06360291769471768
72,73,0.08,0.02655963682577743,0.1334403631742226
73,74,0.02,-0.0075777308941242585,0.04757773089412426
74,75,0.09,0.03362683160135927,0.14637316839864073
75,76,0.04,0.0013992177403473402,0.07860078225965267
76,77,0.08,0.02655963682577743,0.1334403631742226
77,78,0.03,-0.0036029176947176833,0.06360291769471768
78,79,0.07,0.01974017315773944,0.12025982684226058
79,80,0.07,0.01974017315773944,0.12025982684226058
80,81,0.05,0.007068377835840266,0.09293162216415973
81,82,0.08,0.02655963682577743,0.1334403631742226
82,83,0.06,0.013218941339842055,0.10678105866015794
83,84,0.06,0.013218941339842062,0.10678105866015794
84,85,0.03,-0.0036029176947176764,0.06360291769471768
85,86,0.09,0.03362683160135927,0.14637316839864073
86,87,0.04,0.0013992177403473471,0.07860078225965265
87,88,0.07,0.01974017315773944,0.12025982684226058
88,89,0.05,0.007068377835840266,0.09293162216415973
89,90,0.06,0.013218941339842062,0.10678105866015794
90,91,0.05,0.007068377835840266,0.09293162216415973
91,92,0.03,-0.0036029176947176764,0.06360291769471768
92,93,0.07,0.01974017315773944,0.12025982684226058
93,94,0.06,0.013218941339842062,0.10678105866015794
94,95,0.05,0.007068377835840266,0.09293162216415973
95,96,0.04,0.0013992177403473471,0.07860078225965265
96,97,0.08,0.026559636825777423,0.1334403631742226
97,98,0.07,0.019740173157739453,0.12025982684226055
98,99,0.07,0.01974017315773944,0.12025982684226058
99,100,0.08,0.02655963682577743,0.1334403631742226
