,iteration,mean,ci_lb,ci_ub
0,1,0.99,0.9704003601545994,1.0095996398454006
1,2,0.99,0.9704003601545994,1.0095996398454006
2,3,0.99,0.9704003601545994,1.0095996398454006
3,4,0.98,0.9524222691058757,1.0075777308941243
4,5,0.98,0.9524222691058757,1.0075777308941243
5,6,0.98,0.9524222691058757,1.0075777308941243
6,7,0.98,0.9524222691058757,1.0075777308941243
7,8,0.98,0.9524222691058757,1.0075777308941243
8,9,0.98,0.9524222691058757,1.0075777308941243
9,10,0.99,0.9704003601545994,1.0095996398454006
10,11,0.99,0.9704003601545994,1.0095996398454006
11,12,0.99,0.9704003601545994,1.0095996398454006
12,13,0.99,0.9704003601545994,1.0095996398454006
13,14,0.99,0.9704003601545994,1.0095996398454006
14,15,0.99,0.9704003601545994,1.0095996398454006
15,16,0.99,0.9704003601545994,1.0095996398454006
16,17,0.99,0.9704003601545994,1.0095996398454006
17,18,0.99,0.9704003601545994,1.0095996398454006
18,19,0.99,0.9704003601545994,1.0095996398454006
19,20,0.98,0.9524222691058757,1.0075777308941243
20,21,0.99,0.9704003601545994,1.0095996398454006
21,22,0.98,0.9524222691058757,1.0075777308941243
22,23,0.99,0.9704003601545994,1.0095996398454006
23,24,0.99,0.9704003601545994,1.0095996398454006
24,25,0.99,0.9704003601545994,1.0095996398454006
25,26,0.99,0.9704003601545994,1.0095996398454006
26,27,0.99,0.9704003601545994,1.0095996398454006
27,28,0.99,0.9704003601545994,1.0095996398454006
28,29,0.99,0.9704003601545994,1.0095996398454006
29,30,0.99,0.9704003601545994,1.0095996398454006
30,31,0.99,0.9704003601545994,1.0095996398454006
31,32,0.99,0.9704003601545994,1.0095996398454006
32,33,0.99,0.9704003601545994,1.0095996398454006
33,34,0.99,0.9704003601545994,1.0095996398454006
34,35,0.99,0.9704003601545994,1.0095996398454006
35,36,0.99,0.9704003601545994,1.0095996398454006
36,37,0.99,0.9704003601545994,1.0095996398454006
37,38,0.99,0.9704003601545994,1.0095996398454006
38,39,0.99,0.9704003601545994,1.0095996398454006
39,40,0.99,0.9704003601545994,1.0095996398454006
40,41,0.99,0.9704003601545994,1.0095996398454006
41,42,0.99,0.9704003601545994,1.0095996398454006
42,43,0.99,0.9704003601545994,1.0095996398454006
43,44,0.99,0.9704003601545994,1.0095996398454006
44,45,0.99,0.9704003601545994,1.0095996398454006
45,46,0.99,0.9704003601545994,1.0095996398454006
46,47,0.99,0.9704003601545994,1.0095996398454006
47,48,0.99,0.9704003601545994,1.0095996398454006
48,49,0.99,0.9704003601545994,1.0095996398454006
49,50,0.99,0.9704003601545994,1.0095996398454006
50,51,0.99,0.9704003601545994,1.0095996398454006
51,52,0.99,0.9704003601545994,1.0095996398454006
52,53,0.98,0.9524222691058757,1.0075777308941243
53,54,0.99,0.9704003601545994,1.0095996398454006
54,55,0.98,0.9524222691058757,1.0075777308941243
55,56,0.99,0.9704003601545994,1.0095996398454006
56,57,0.99,0.9704003601545994,1.0095996398454006
57,58,0.99,0.9704003601545994,1.0095996398454006
58,59,0.99,0.9704003601545994,1.0095996398454006
59,60,0.99,0.9704003601545994,1.0095996398454006
60,61,0.99,0.9704003601545994,1.0095996398454006
61,62,0.99,0.9704003601545994,1.0095996398454006
62,63,0.99,0.9704003601545994,1.0095996398454006
63,64,0.99,0.9704003601545994,1.0095996398454006
64,65,0.99,0.9704003601545994,1.0095996398454006
65,66,0.99,0.9704003601545994,1.0095996398454006
66,67,0.99,0.9704003601545994,1.0095996398454006
67,68,0.99,0.9704003601545994,1.0095996398454006
68,69,0.99,0.9704003601545994,1.0095996398454006
69,70,0.99,0.9704003601545994,1.0095996398454006
70,71,0.99,0.9704003601545994,1.0095996398454006
71,72,0.99,0.9704003601545994,1.0095996398454006
72,73,0.99,0.9704003601545994,1.0095996398454006
73,74,0.99,0.9704003601545994,1.0095996398454006
74,75,0.99,0.9704003601545994,1.0095996398454006
75,76,0.99,0.9704003601545994,1.0095996398454006
76,77,0.99,0.9704003601545994,1.0095996398454006
77,78,0.99,0.9704003601545994,1.0095996398454006
78,79,0.98,0.9524222691058757,1.0075777308941243
79,80,0.98,0.9524222691058757,1.0075777308941243
80,81,0.98,0.9524222691058757,1.0075777308941243
81,82,0.99,0.9704003601545994,1.0095996398454006
82,83,0.99,0.9704003601545994,1.0095996398454006
83,84,0.99,0.9704003601545994,1.0095996398454006
84,85,0.99,0.9704003601545994,1.0095996398454006
85,86,0.99,0.9704003601545994,1.0095996398454006
86,87,0.99,0.9704003601545994,1.0095996398454006
87,88,0.99,0.9704003601545994,1.0095996398454006
88,89,0.99,0.9704003601545994,1.0095996398454006
89,90,0.99,0.9704003601545994,1.0095996398454006
90,91,0.98,0.9524222691058757,1.0075777308941243
91,92,0.98,0.9524222691058757,1.0075777308941243
92,93,0.98,0.9524222691058757,1.0075777308941243
93,94,0.99,0.9704003601545994,1.0095996398454006
94,95,0.98,0.9524222691058757,1.0075777308941243
95,96,0.98,0.9524222691058757,1.0075777308941243
96,97,0.98,0.9524222691058757,1.0075777308941243
97,98,0.98,0.9524222691058757,1.0075777308941243
98,99,0.98,0.9524222691058757,1.0075777308941243
99,100,0.61,0.5139211680234869,0.7060788319765131
