,iteration,mean,ci_lb,ci_ub
0,1,0.9333333333333333,0.8385971600102016,1.0280695066564651
1,2,0.0,0.0,0.0
2,3,0.6666666666666666,0.48763212754172525,0.845701205791608
3,4,0.13333333333333333,0.004229691154525289,0.2624369755121414
4,5,0.6,0.413941849155554,0.786058150844446
5,6,0.26666666666666666,0.09871738189379675,0.4346159514395366
6,7,0.6333333333333333,0.4503148433421147,0.8163518233245519
7,8,0.26666666666666666,0.0987173818937967,0.43461595143953663
8,9,0.5333333333333333,0.3438609866870699,0.7228056799795968
9,10,0.3,0.12595853638084464,0.47404146361915533
10,11,0.4666666666666667,0.27719432002040323,0.6561390133129301
11,12,0.3333333333333333,0.15429879420839188,0.5123678724582748
12,13,0.4,0.21394184915555403,0.586058150844446
13,14,0.36666666666666664,0.18364817667544805,0.5496851566578852
14,15,0.5333333333333333,0.3438609866870699,0.7228056799795968
15,16,0.36666666666666664,0.18364817667544805,0.5496851566578852
16,17,0.3333333333333333,0.15429879420839188,0.5123678724582748
17,18,0.43333333333333335,0.24513405158484583,0.6215326150818209
18,19,0.26666666666666666,0.0987173818937967,0.43461595143953663
19,20,0.4,0.21394184915555403,0.586058150844446
20,21,0.3333333333333333,0.15429879420839188,0.5123678724582748
21,22,0.5666666666666667,0.3784673849181791,0.7548659484151542
22,23,0.3333333333333333,0.15429879420839188,0.5123678724582748
23,24,0.3,0.12595853638084464,0.47404146361915533
24,25,0.13333333333333333,0.004229691154525289,0.2624369755121414
25,26,0.3,0.12595853638084464,0.47404146361915533
26,27,0.3,0.12595853638084464,0.47404146361915533
27,28,0.23333333333333334,0.0727003361293263,0.39396633053734037
28,29,0.3333333333333333,0.15429879420839188,0.5123678724582748
29,30,0.2,0.04808415598177479,0.35191584401822523
30,31,0.3333333333333333,0.15429879420839188,0.5123678724582748
31,32,0.23333333333333334,0.0727003361293263,0.39396633053734037
32,33,0.2,0.04808415598177479,0.35191584401822523
33,34,0.16666666666666666,0.025127435798330655,0.30820589753500266
34,35,0.26666666666666666,0.0987173818937967,0.43461595143953663
35,36,0.2,0.04808415598177479,0.35191584401822523
36,37,0.2,0.04808415598177479,0.35191584401822523
37,38,0.16666666666666666,0.025127435798330655,0.30820589753500266
38,39,0.4,0.21394184915555403,0.586058150844446
39,40,0.13333333333333333,0.004229691154525289,0.2624369755121414
40,41,0.26666666666666666,0.0987173818937967,0.43461595143953663
41,42,0.2,0.04808415598177476,0.3519158440182253
42,43,0.16666666666666666,0.025127435798330655,0.30820589753500266
43,44,0.3,0.12595853638084464,0.47404146361915533
44,45,0.23333333333333334,0.0727003361293263,0.39396633053734037
45,46,0.06666666666666667,-0.028069506656465043,0.16140283998979837
46,47,0.3,0.12595853638084464,0.47404146361915533
47,48,0.13333333333333333,0.004229691154525289,0.2624369755121414
48,49,0.1,-0.013936883013668896,0.21393688301366892
49,50,0.2,0.04808415598177479,0.35191584401822523
50,51,0.13333333333333333,0.004229691154525289,0.2624369755121414
51,52,0.16666666666666666,0.025127435798330655,0.30820589753500266
52,53,0.2,0.04808415598177479,0.35191584401822523
53,54,0.2,0.04808415598177479,0.35191584401822523
54,55,0.23333333333333334,0.07270033612932628,0.3939663305373404
55,56,0.13333333333333333,0.004229691154525289,0.2624369755121414
56,57,0.13333333333333333,0.004229691154525289,0.2624369755121414
