,iteration,mean,ci_lb,ci_ub
0,1,0.99,0.9704003601545994,1.0095996398454006
1,2,0.96,0.9213992177403473,0.9986007822596527
2,3,0.92,0.8665596368257775,0.9734403631742226
3,4,0.92,0.8665596368257775,0.9734403631742226
4,5,0.93,0.8797401731577394,0.9802598268422607
5,6,0.91,0.8536268316013593,0.9663731683986407
6,7,0.89,0.8283657891677955,0.9516342108322046
7,8,0.87,0.8037536741921832,0.9362463258078167
8,9,0.85,0.7796627173564273,0.9203372826435726
9,10,0.86,0.7916491787335831,0.9283508212664169
10,11,0.88,0.8159878443152625,0.9440121556847375
11,12,0.78,0.6984001922640961,0.8615998077359039
12,13,0.8,0.721206483159645,0.8787935168403551
13,14,0.76,0.6758715454942783,0.8441284545057217
14,15,0.72,0.6315544967053166,0.8084455032946833
15,16,0.79,0.7097668789044141,0.8702331210955859
16,17,0.76,0.6758715454942783,0.8441284545057217
17,18,0.79,0.7097668789044141,0.8702331210955859
18,19,0.71,0.6206162302498,0.7993837697502
19,20,0.76,0.6758715454942783,0.8441284545057217
20,21,0.74,0.6535961632736963,0.8264038367263037
21,22,0.68,0.5881117587356414,0.7718882412643587
22,23,0.72,0.6315544967053166,0.8084455032946833
23,24,0.71,0.6206162302498,0.7993837697502
24,25,0.72,0.6315544967053166,0.8084455032946833
25,26,0.69,0.59889632713463,0.7811036728653699
26,27,0.74,0.6535961632736963,0.8264038367263037
27,28,0.75,0.6647035159534195,0.8352964840465805
28,29,0.74,0.6535961632736963,0.8264038367263037
29,30,0.7,0.6097306862018238,0.7902693137981761
30,31,0.72,0.6315544967053166,0.8084455032946833
31,32,0.65,0.5560447193355988,0.7439552806644012
32,33,0.71,0.6206162302498,0.7993837697502
33,34,0.73,0.6425471825012319,0.8174528174987681
34,35,0.65,0.5560447193355988,0.7439552806644012
35,36,0.69,0.59889632713463,0.7811036728653699
36,37,0.65,0.5560447193355988,0.7439552806644012
37,38,0.63,0.5348953765314803,0.7251046234685197
38,39,0.63,0.5348953765314803,0.7251046234685197
39,40,0.66,0.5666870498792369,0.7533129501207632
40,41,0.62,0.5243867376303631,0.7156132623696368
41,42,0.6,0.5034980443508683,0.6965019556491316
42,43,0.63,0.5348953765314803,0.7251046234685197
43,44,0.65,0.5560447193355988,0.7439552806644012
44,45,0.59,0.4931168104810085,0.6868831895189914
45,46,0.54,0.4418237839156005,0.6381762160843996
46,47,0.5,0.4015081039495562,0.5984918960504438
47,48,0.56,0.46221981705913096,0.6577801829408692
48,49,0.56,0.46221981705913096,0.6577801829408692
49,50,0.53,0.43168554920716884,0.6283144507928312
50,51,0.6,0.5034980443508683,0.6965019556491316
51,52,0.62,0.5243867376303631,0.7156132623696368
52,53,0.53,0.43168554920716884,0.6283144507928312
53,54,0.66,0.5666870498792369,0.7533129501207632
54,55,0.6,0.5034980443508683,0.6965019556491316
55,56,0.57,0.47247810103728366,0.6675218989627162
56,57,0.62,0.5243867376303631,0.7156132623696368
57,58,0.56,0.46221981705913096,0.6577801829408692
58,59,0.56,0.46221981705913096,0.6577801829408692
59,60,0.57,0.47247810103728366,0.6675218989627162
60,61,0.54,0.4418237839156005,0.6381762160843996
61,62,0.54,0.4418237839156005,0.6381762160843996
62,63,0.55,0.45200180077299734,0.6479981992270027
63,64,0.62,0.5243867376303631,0.7156132623696368
64,65,0.58,0.4827769736339761,0.6772230263660238
65,66,0.55,0.45200180077299734,0.6479981992270027
66,67,0.54,0.4418237839156005,0.6381762160843996
67,68,0.56,0.46221981705913096,0.6577801829408692
68,69,0.5,0.4015081039495562,0.5984918960504438
69,70,0.54,0.4418237839156005,0.6381762160843996
70,71,0.52,0.4215869290090425,0.6184130709909575
71,72,0.53,0.43168554920716884,0.6283144507928312
72,73,0.55,0.45200180077299734,0.6479981992270027
73,74,0.58,0.4827769736339761,0.6772230263660238
74,75,0.58,0.4827769736339761,0.6772230263660238
75,76,0.53,0.43168554920716884,0.6283144507928312
76,77,0.53,0.43168554920716884,0.6283144507928312
77,78,0.49,0.39152780429899825,0.5884721957010017
78,79,0.56,0.46221981705913096,0.6577801829408692
79,80,0.49,0.39152780429899825,0.5884721957010017
80,81,0.58,0.4827769736339761,0.6772230263660238
81,82,0.56,0.46221981705913096,0.6577801829408692
82,83,0.55,0.45200180077299734,0.6479981992270027
83,84,0.59,0.4931168104810085,0.6868831895189914
84,85,0.57,0.47247810103728366,0.6675218989627162
85,86,0.55,0.45200180077299734,0.6479981992270027
86,87,0.52,0.4215869290090425,0.6184130709909575
87,88,0.54,0.4418237839156005,0.6381762160843996
88,89,0.56,0.46221981705913096,0.6577801829408692
89,90,0.59,0.4931168104810085,0.6868831895189914
90,91,0.54,0.4418237839156005,0.6381762160843996
91,92,0.53,0.43168554920716884,0.6283144507928312
92,93,0.53,0.43168554920716884,0.6283144507928312
93,94,0.62,0.5243867376303631,0.7156132623696368
94,95,0.57,0.47247810103728366,0.6675218989627162
95,96,0.55,0.45200180077299734,0.6479981992270027
96,97,0.61,0.5139211680234869,0.7060788319765131
97,98,0.5,0.4015081039495562,0.5984918960504438
98,99,0.55,0.45200180077299734,0.6479981992270027
99,100,0.32,0.22811175873564135,0.41188824126435863
