temperature,mean_0.0,ci_lb_0.0,ci_ub_0.0,mean_0.1,ci_lb_0.1,ci_ub_0.1,mean_0.2,ci_lb_0.2,ci_ub_0.2,mean_0.3,ci_lb_0.3,ci_ub_0.3,mean_0.4,ci_lb_0.4,ci_ub_0.4,mean_0.5,ci_lb_0.5,ci_ub_0.5,mean_0.6,ci_lb_0.6,ci_ub_0.6,mean_0.7,ci_lb_0.7,ci_ub_0.7,mean_0.8,ci_lb_0.8,ci_ub_0.8,mean_0.9,ci_lb_0.9,ci_ub_0.9,mean_1.0,ci_lb_1.0,ci_ub_1.0
0.1,0.037000000000000005,0.02345100858026847,0.05054899141973154,0.065,0.047519422549304614,0.0824805774506954,0.048,0.03339660421442843,0.06260339578557157,0.064,0.04693615465125915,0.08106384534874085,0.172,0.1526835319068447,0.19131646809315528,0.18000000000000005,0.15842150672068722,0.20157849327931288,0.05600000000000001,0.04091561964974983,0.07108438035025019,0.08399999999999999,0.06735049919908755,0.10064950080091244,0.11899999999999998,0.09858673775435593,0.13941326224564404,0.115,0.09582567417168278,0.13417432582831723,0.04,0.029210753360343594,0.05078924663965641
1.0,0.035,0.020967064889036508,0.0490329351109635,0.068,0.049757982001175906,0.08624201799882411,0.046,0.03280943811858651,0.059190561881413487,0.05999999999999999,0.04328537097859454,0.07671462902140544,0.053999999999999986,0.0402336653938829,0.06776633460611707,0.06699999999999999,0.05027260773219375,0.08372739226780623,0.055999999999999994,0.04016269912007474,0.07183730087992525,0.08499999999999998,0.06866696679549952,0.10133303320450043,0.11400000000000002,0.0941017117110052,0.13389828828899483,0.11,0.09162657503760178,0.1283734249623982,0.04,0.029210753360343594,0.05078924663965641
